method,initial,meta_lr,env,seed,score,step,aggregate,episodes,selected,candidate_runs,branch,backend,run_id,code_commit,log_commit,rel_path,source_path,eval_file,eval_line,score_field,evaluated_at
td3_amo,1,0.002,halfcheetah-medium-v2,0,57.073538099551115,1000000,True,50,True,1,svcho,jax,hcm_s0_alr0p002__c336444a,1e34514ddf70bfc8a78757d9a78b82306627164c,71b619508a9395147ac00ec9ed5e0377079fc56a,main/td3_amo/halfcheetah-medium-v2/2e-3/seed_0/hcm_s0_alr0p002__c336444a,/home/svcho/amo/results/td3_amo_bootrms_maincand_seeds03/jobs/a1_hc-m_r2e3_s0/run,final_eval_50.json,1,normalized_score,2026-09-19T19:15:09.113527+00:00
td3_amo,1,0.002,halfcheetah-medium-v2,1,55.901993939371664,1000000,True,50,True,1,svcho,jax,hcm_s1_alr0p002__b9f7221f,1e34514ddf70bfc8a78757d9a78b82306627164c,71b619508a9395147ac00ec9ed5e0377079fc56a,main/td3_amo/halfcheetah-medium-v2/2e-3/seed_1/hcm_s1_alr0p002__b9f7221f,/home/svcho/amo/results/td3_amo_bootrms_maincand_seeds03/jobs/a1_hc-m_r2e3_s1/run,final_eval_50.json,1,normalized_score,2026-09-20T01:06:20.947404+00:00
td3_amo,1,0.002,halfcheetah-medium-v2,2,56.12404260473055,1000000,True,50,True,1,svcho,jax,hcm_s2_alr0p002__69b183e0,1e34514ddf70bfc8a78757d9a78b82306627164c,71b619508a9395147ac00ec9ed5e0377079fc56a,main/td3_amo/halfcheetah-medium-v2/2e-3/seed_2/hcm_s2_alr0p002__69b183e0,/home/svcho/amo/results/td3_amo_bootrms_maincand_seeds03/jobs/a1_hc-m_r2e3_s2/run,final_eval_50.json,1,normalized_score,2026-09-20T13:32:30.536778+00:00
td3_amo,1,0.002,halfcheetah-medium-v2,3,57.71959422214075,1000000,True,50,True,1,svcho,jax,hcm_s3_alr0p002__17e8f96c,1e34514ddf70bfc8a78757d9a78b82306627164c,71b619508a9395147ac00ec9ed5e0377079fc56a,main/td3_amo/halfcheetah-medium-v2/2e-3/seed_3/hcm_s3_alr0p002__17e8f96c,/home/svcho/amo/results/td3_amo_bootrms_maincand_seeds03/jobs/a1_hc-m_r2e3_s3/run,final_eval_50.json,1,normalized_score,2026-09-21T05:10:57.030673+00:00
td3_amo,1,0.001,halfcheetah-medium-v2,0,52.94845015163057,1000000,True,50,True,1,svcho,jax,hcm_s0_alr0p001__a738628b,1e34514ddf70bfc8a78757d9a78b82306627164c,71b619508a9395147ac00ec9ed5e0377079fc56a,main/td3_amo/halfcheetah-medium-v2/1e-3/seed_0/hcm_s0_alr0p001__a738628b,/home/svcho/amo/results/td3_amo_bootrms_maincand_seeds03/jobs/a1_hc-m_r1e3_s0/run,final_eval_50.json,1,normalized_score,2026-09-19T19:01:33.066589+00:00
td3_amo,1,0.001,halfcheetah-medium-v2,1,52.84931581134836,1000000,True,50,True,1,svcho,jax,hcm_s1_alr0p001__77a4c1a0,1e34514ddf70bfc8a78757d9a78b82306627164c,71b619508a9395147ac00ec9ed5e0377079fc56a,main/td3_amo/halfcheetah-medium-v2/1e-3/seed_1/hcm_s1_alr0p001__77a4c1a0,/home/svcho/amo/results/td3_amo_bootrms_maincand_seeds03/jobs/a1_hc-m_r1e3_s1/run,final_eval_50.json,1,normalized_score,2026-09-20T00:49:46.350627+00:00
td3_amo,1,0.001,halfcheetah-medium-v2,2,52.4152645660869,1000000,True,50,True,1,svcho,jax,hcm_s2_alr0p001__5eff8352,1e34514ddf70bfc8a78757d9a78b82306627164c,71b619508a9395147ac00ec9ed5e0377079fc56a,main/td3_amo/halfcheetah-medium-v2/1e-3/seed_2/hcm_s2_alr0p001__5eff8352,/home/svcho/amo/results/td3_amo_bootrms_maincand_seeds03/jobs/a1_hc-m_r1e3_s2/run,final_eval_50.json,1,normalized_score,2026-09-20T13:08:09.021407+00:00
td3_amo,1,0.001,halfcheetah-medium-v2,3,52.87767378756717,1000000,True,50,True,1,svcho,jax,hcm_s3_alr0p001__229e179b,1e34514ddf70bfc8a78757d9a78b82306627164c,71b619508a9395147ac00ec9ed5e0377079fc56a,main/td3_amo/halfcheetah-medium-v2/1e-3/seed_3/hcm_s3_alr0p001__229e179b,/home/svcho/amo/results/td3_amo_bootrms_maincand_seeds03/jobs/a1_hc-m_r1e3_s3/run,final_eval_50.json,1,normalized_score,2026-09-21T05:07:25.653666+00:00
td3_amo,1,0.0003,halfcheetah-medium-v2,0,48.3710615994233,1000000,True,50,True,1,svcho,jax,hcm_s0_alr0p0003__f7faa56f,1e34514ddf70bfc8a78757d9a78b82306627164c,71b619508a9395147ac00ec9ed5e0377079fc56a,main/td3_amo/halfcheetah-medium-v2/3e-4/seed_0/hcm_s0_alr0p0003__f7faa56f,/home/svcho/amo/results/td3_amo_bootrms_maincand_seeds03/jobs/a1_hc-m_r3e4_s0/run,final_eval_50.json,1,normalized_score,2026-09-19T18:59:28.926991+00:00
td3_amo,1,0.0003,halfcheetah-medium-v2,1,47.91819687065017,1000000,True,50,True,1,svcho,jax,hcm_s1_alr0p0003__8d7ed5b6,1e34514ddf70bfc8a78757d9a78b82306627164c,71b619508a9395147ac00ec9ed5e0377079fc56a,main/td3_amo/halfcheetah-medium-v2/3e-4/seed_1/hcm_s1_alr0p0003__8d7ed5b6,/home/svcho/amo/results/td3_amo_bootrms_maincand_seeds03/jobs/a1_hc-m_r3e4_s1/run,final_eval_50.json,1,normalized_score,2026-09-20T00:47:13.690915+00:00
td3_amo,1,0.0003,halfcheetah-medium-v2,2,48.280062373204316,1000000,True,50,True,1,svcho,jax,hcm_s2_alr0p0003__c6df5c5d,1e34514ddf70bfc8a78757d9a78b82306627164c,71b619508a9395147ac00ec9ed5e0377079fc56a,main/td3_amo/halfcheetah-medium-v2/3e-4/seed_2/hcm_s2_alr0p0003__c6df5c5d,/home/svcho/amo/results/td3_amo_bootrms_maincand_seeds03/jobs/a1_hc-m_r3e4_s2/run,final_eval_50.json,1,normalized_score,2026-09-20T12:43:21.321919+00:00
td3_amo,1,0.0003,halfcheetah-medium-v2,3,48.25562167819281,1000000,True,50,True,1,svcho,jax,hcm_s3_alr0p0003__5025a60b,1e34514ddf70bfc8a78757d9a78b82306627164c,71b619508a9395147ac00ec9ed5e0377079fc56a,main/td3_amo/halfcheetah-medium-v2/3e-4/seed_3/hcm_s3_alr0p0003__5025a60b,/home/svcho/amo/results/td3_amo_bootrms_maincand_seeds03/jobs/a1_hc-m_r3e4_s3/run,final_eval_50.json,1,normalized_score,2026-09-21T04:55:04.653926+00:00
td3_amo,1,0.002,halfcheetah-medium-replay-v2,0,47.745778518268814,1000000,True,50,True,1,svcho,jax,hcmr_s0_alr0p002__cfc66137,1e34514ddf70bfc8a78757d9a78b82306627164c,71b619508a9395147ac00ec9ed5e0377079fc56a,main/td3_amo/halfcheetah-medium-replay-v2/2e-3/seed_0/hcmr_s0_alr0p002__cfc66137,/home/svcho/amo/results/td3_amo_bootrms_maincand_seeds03/jobs/a1_hc-mr_r2e3_s0/run,final_eval_50.json,1,normalized_score,2026-09-19T19:31:40.406932+00:00
td3_amo,1,0.002,halfcheetah-medium-replay-v2,1,48.133887634793496,1000000,True,50,True,1,svcho,jax,hcmr_s1_alr0p002__b949616e,1e34514ddf70bfc8a78757d9a78b82306627164c,71b619508a9395147ac00ec9ed5e0377079fc56a,main/td3_amo/halfcheetah-medium-replay-v2/2e-3/seed_1/hcmr_s1_alr0p002__b949616e,/home/svcho/amo/results/td3_amo_bootrms_maincand_seeds03/jobs/a1_hc-mr_r2e3_s1/run,final_eval_50.json,1,normalized_score,2026-09-20T01:28:54.354109+00:00
td3_amo,1,0.002,halfcheetah-medium-replay-v2,2,48.727751166187154,1000000,True,50,True,1,svcho,jax,hcmr_s2_alr0p002__c389cf8e,1e34514ddf70bfc8a78757d9a78b82306627164c,71b619508a9395147ac00ec9ed5e0377079fc56a,main/td3_amo/halfcheetah-medium-replay-v2/2e-3/seed_2/hcmr_s2_alr0p002__c389cf8e,/home/svcho/amo/results/td3_amo_bootrms_maincand_seeds03/jobs/a1_hc-mr_r2e3_s2/run,final_eval_50.json,1,normalized_score,2026-09-20T14:44:49.745220+00:00
td3_amo,1,0.002,halfcheetah-medium-replay-v2,3,47.82270900236276,1000000,True,50,True,1,svcho,jax,hcmr_s3_alr0p002__5f43bc64,1e34514ddf70bfc8a78757d9a78b82306627164c,71b619508a9395147ac00ec9ed5e0377079fc56a,main/td3_amo/halfcheetah-medium-replay-v2/2e-3/seed_3/hcmr_s3_alr0p002__5f43bc64,/home/svcho/amo/results/td3_amo_bootrms_maincand_seeds03/jobs/a1_hc-mr_r2e3_s3/run,final_eval_50.json,1,normalized_score,2026-09-21T05:38:20.827525+00:00
td3_amo,1,0.001,halfcheetah-medium-replay-v2,0,47.47151165222638,1000000,True,50,True,1,svcho,jax,hcmr_s0_alr0p001__c87fe2c8,1e34514ddf70bfc8a78757d9a78b82306627164c,71b619508a9395147ac00ec9ed5e0377079fc56a,main/td3_amo/halfcheetah-medium-replay-v2/1e-3/seed_0/hcmr_s0_alr0p001__c87fe2c8,/home/svcho/amo/results/td3_amo_bootrms_maincand_seeds03/jobs/a1_hc-mr_r1e3_s0/run,final_eval_50.json,1,normalized_score,2026-09-19T19:30:01.001814+00:00
td3_amo,1,0.001,halfcheetah-medium-replay-v2,1,46.312917486244274,1000000,True,50,True,1,svcho,jax,hcmr_s1_alr0p001__08cecb73,1e34514ddf70bfc8a78757d9a78b82306627164c,71b619508a9395147ac00ec9ed5e0377079fc56a,main/td3_amo/halfcheetah-medium-replay-v2/1e-3/seed_1/hcmr_s1_alr0p001__08cecb73,/home/svcho/amo/results/td3_amo_bootrms_maincand_seeds03/jobs/a1_hc-mr_r1e3_s1/run,final_eval_50.json,1,normalized_score,2026-09-20T01:13:09.204900+00:00
td3_amo,1,0.001,halfcheetah-medium-replay-v2,2,46.390066350902906,1000000,True,50,True,1,svcho,jax,hcmr_s2_alr0p001__147f1613,1e34514ddf70bfc8a78757d9a78b82306627164c,71b619508a9395147ac00ec9ed5e0377079fc56a,main/td3_amo/halfcheetah-medium-replay-v2/1e-3/seed_2/hcmr_s2_alr0p001__147f1613,/home/svcho/amo/results/td3_amo_bootrms_maincand_seeds03/jobs/a1_hc-mr_r1e3_s2/run,final_eval_50.json,1,normalized_score,2026-09-20T14:20:24.782336+00:00
